Id,Predicted
5895,0.8624349413894692
5172,0.8518734032474133
6207,0.858788194770819
7122,0.8513271582005618
7067,0.8601456106154314
6173,0.8573694612417878
6705,0.8626272502296594
5889,0.8686520256663158
5036,0.8572848675541446
6142,0.8606834889278895
6938,0.8610399251655586
5932,0.8502309857187684
5398,0.8566054848991086
6855,0.8557944210016961
6632,0.8618342944167253
5358,0.8529593161536039
5674,0.8603300387196977
5384,0.8562212016872172
5589,0.8558362175628876
5042,0.8603858143012832
6095,0.8602365168235873
7049,0.8606984650412752
6075,0.8497360629453515
6878,0.856439422754001
5790,0.8543867949721218
5532,0.8591307700787568
6118,0.8612458763715208
6442,0.857944561379304
6554,0.8579940613816461
5973,0.85834193635499
5043,0.8610047110039751
7195,0.8589083687432725
6746,0.8579216127556057
6793,0.8563309813806591
5940,0.8599413082619655
5584,0.8601740935609832
5669,0.8591200717055063
7286,0.8542763504026212
5992,0.8570665559565249
6278,0.8600034903765245
6196,0.8580462464119929
6052,0.8551581996095047
5354,0.8618227610383538
6076,0.8574988065032311
5134,0.8536392047732025
6147,0.8504007855883262
6237,0.8517628232465444
5245,0.86111077792679
5582,0.8573512192438993
6508,0.8568479327273731
4968,0.8574622249448923
6571,0.8611387464101077
5419,0.8199795019502906
6377,0.9207463928682768
6562,0.9133965807998619
6913,0.9052410814695507
6014,0.8892973830115046
5556,0.8547875975859497
6346,0.9005429910804601
6310,0.9184413194806716
6763,0.8843539467146976
7051,0.9211352419998375
5117,0.9128290648907155
6338,0.8015306059813462
5719,0.8493936377861201
7181,0.8912157140381132
7264,0.9154554679122534
5343,0.9181718061700201
7277,0.9204576561747246
6468,0.8826465225130637
7037,0.8925850039346815
5782,0.921299030113772
5930,0.9111419980543631
6791,0.6695928126520113
5332,0.9215266079403697
5491,0.8120158877888651
7129,0.8763739961566342
6948,0.8863881372917107
6962,0.8472930465133248
6766,0.9145995562539456
7172,0.9109378896037058
5501,0.8894988674057039
6234,0.9243668303686927
6450,0.8596364647067214
5823,0.8713723349468252
5334,0.8625630517509942
6821,0.8286094411643196
5760,0.922460578343491
6168,0.9181560714796159
5644,0.8675137133376897
6255,0.8573760720738665
6660,0.86186091945107
5991,0.8529117280034663
5656,0.859524471188318
6322,0.8637676806128262
6877,0.8603219727562296
4986,0.8540972320837216
5638,0.8538601032748818
5206,0.8573628400025597
5369,0.858527403841236
5643,0.8562247671253124
5862,0.8630032654744854
6934,0.8531754955576107
7119,0.8568556244178402
5124,0.8608804176650839
4989,0.8565590919684102
6028,0.8656071792654819
5486,0.8573688863785719
5338,0.8507167950126815
6239,0.854743398845735
5287,0.8539168718690565
6320,0.858104956540144
5815,0.8592724094860756
5154,0.8576748774274227
6490,0.855645617611888
5942,0.8613850027206403
7085,0.8549735270439992
6959,0.8544743151076194
5086,0.8601868949045788
6758,0.8566123674620901
5377,0.8598497466570467
6612,0.855324543084558
5447,0.837435785496494
6727,0.8579891618992304
7147,0.8601833619708585
5158,0.8629977080984906
5147,0.8529551510744307
5015,0.8625416124880019
5346,0.8555065134290701
6415,0.8577045001568809
4990,0.8633870564934499
6641,0.8588539086374869
7187,0.8680548832239414
5799,0.8575314190028631
7110,0.8538103964589696
5313,0.8588135810164721
7087,0.8596256781900184
5616,0.8572271382734954
6357,0.8588101920261261
5865,0.8563566345129453
5027,0.861210379869708
5420,0.8542571474473643
6235,0.8624608544068797
5977,0.8549785525690269
6851,0.8512110746171789
5531,0.8570299353550032
6824,0.8516860300770225
6386,0.8511761483209246
5207,0.8551301819379639
6887,0.854341015556654
5051,0.8766654481563462
6502,0.863903796865421
4962,0.8646464203256323
6552,0.859225574931368
6044,0.8560923684687551
5906,0.8638969222326597
5561,0.8592782502213111
7115,0.8538142952566069
6605,0.8560250370157081
7250,0.8586013633438365
6875,0.8584619092979152
5773,0.849527829463483
5365,0.8543562923007871
6010,0.853748708922317
6399,0.858703080795618
6748,0.8579507419729541
6088,0.8543044844110349
7255,0.8582878134162799
6861,0.8597152210991492
5318,0.8649559210726255
5682,0.8549613732993839
7201,0.8560628713245737
6254,0.8593530134643463
7072,0.8606675921016119
6312,0.8542510745941514
5241,0.8530246472281179
5953,0.8590273700853702
5072,0.8592268316624436
6970,0.8540714546454575
5774,0.8529057084931261
5382,0.8591521664518564
5469,0.8569234992892968
5772,0.8667395068013255
5527,0.8625132516158426
5169,0.8548898331969307
5526,0.862669092406458
5931,0.853158254687196
5731,0.8564489491262424
5651,0.8560187272910171
5569,0.8553313954085434
6402,0.8558479944461731
6753,0.855564634030117
5585,0.8522802209785443
7046,0.8521811292400577
6486,0.855727798725253
5893,0.854656711047344
5868,0.8624875802573991
5281,0.8537122727352018
7100,0.8608325431461452
6866,0.8551058730392582
6436,0.8512557858969317
5784,0.8517568831002699
5174,0.8507357193826611
6350,0.8600370405081609
5063,0.8376861070096311
6249,0.8571270639091292
5808,0.8599561223551692
6984,0.8555339834860556
6922,0.8545083022165196
5367,0.8545197091030888
6625,0.8461200069772713
5963,0.8590483452935156
6534,0.8335067871149496
6730,0.8593609154029934
6054,0.8543665954002359
7295,0.8534942412843144
5878,0.8599177006541084
6655,0.8566742355147248
5956,0.8596999306742469
6926,0.8634842989775964
5140,0.8559447539442866
5520,0.8620092191603617
5110,0.8569320478871906
5681,0.8541398925826317
5698,0.8599061721747269
5210,0.8578616752837922
6059,0.854214137085304
6569,0.8530852235932889
5428,0.8584952833180672
7230,0.8581770969712642
7221,0.8547689628363171
5005,0.8565830404561655
6464,0.8585752408097671
5034,0.8617501866478071
5304,0.8628999574595015
6871,0.8568196550627902
6956,0.853207652864859
6495,0.8539159722067885
5363,0.854175294377908
5634,0.8580470594340742
5850,0.8572164753343026
6857,0.8605923878182085
7035,0.8616834785133776
7253,0.8595534052713008
6544,0.8581325777502831
7202,0.8557646071552445
5683,0.8568937928034001
7167,0.8623238696485727
6055,0.8574367157595384
7199,0.8589963203688992
5758,0.8537658834834813
5718,0.8613207950605725
5229,0.8544290386791373
5236,0.8622866915878089
5360,0.8590162951359311
6755,0.8565023056773974
6819,0.8547586074821341
5041,0.8607736660080402
6104,0.859817210562814
6643,0.8630470589120464
6083,0.8585747564335864
5293,0.8576682301464501
7088,0.85920246740225
7001,0.8610125898265878
5779,0.8535481467046722
6607,0.8587669885496574
5103,0.8576920389165201
6215,0.8597817515285882
7096,0.8553448529001562
5039,0.8534735462270386
6136,0.8539560503665062
6078,0.8617723038884268
6037,0.8567602547735792
6113,0.8607384892506964
5976,0.8552920758407297
7139,0.8632229092423461
5046,0.8517442062464624
5451,0.856327432390289
6856,0.8518368109621476
5253,0.8543935430811794
6695,0.861574169196148
6621,0.8532987151311033
6435,0.8608612058332394
5389,0.8563566569989216
6872,0.8555423669852723
6908,0.8534009360272109
6942,0.8552099608617424
6665,0.8581271902153074
6541,0.8570710822935307
6688,0.8533141657202447
5368,0.8590552378993732
6923,0.8589957594648002
6313,0.8574934631309528
5270,0.8586559689740962
5446,0.8572204874369848
5817,0.8479659270685592
7209,0.8544083133933339
6568,0.8573986980422924
6682,0.8506066718930625
5699,0.8578569522071141
7292,0.8631778741137883
5214,0.8561920216266227
6437,0.8536995604950114
5320,0.8541154068440258
7164,0.8638651287267382
5221,0.8608225479673932
5856,0.8527461380939618
6353,0.8597781619178331
6677,0.8512222657214354
6242,0.8510128451416574
5061,0.8536798300047653
6868,0.8530169839754188
6097,0.8563002804116555
7050,0.8651265444947481
7171,0.8629647185204324
7200,0.8550218823169144
6969,0.858939443251485
7219,0.8605840111581955
7242,0.8580869890126824
6852,0.8536262961867704
5830,0.8613490271549559
6790,0.8552188144709254
5265,0.856268558966993
6007,0.8625362127724142
7279,0.8590931789550333
5463,0.8556420651420957
6355,0.8571198120836399
6675,0.8648031516060979
5620,0.8526032191721179
4988,0.8548912051294839
5765,0.8560983761993062
7091,0.8623055745034891
5933,0.860126546121467
6470,0.8573252211365237
5841,0.8576619834960097
6574,0.8526175057896438
5525,0.8577793020905972
5435,0.8597126407409679
7168,0.8607364058056447
5909,0.8563662724739607
6859,0.8542493474603208
6539,0.85528085981362
5226,0.8536893188672416
5260,0.8574396843210907
6553,0.8540653274669074
6633,0.854179012398161
7151,0.8561225017360521
5665,0.8598489706076965
6932,0.8601924408314578
7294,0.8603772556734938
6321,0.8508630922068382
6469,0.8565489220835376
5614,0.8602951172207248
4967,0.8549119089434305
